celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Petra Nemcova,Dmitry Chaplin,Model,Czechoslovakia,Czechoslovakia,31,12,Eliminated Week 5,8,6,6,6,N/A,18,3,6,7,6,6,6,N/A,18,3,6,7,8,9,8,N/A,25,3,8.3333,1,8,7,8,N/A,23,3,7.6667,4,7,7,8,N/A,22,3,7.3333,6,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5,4,4,N/A,13,3,4.3333,11,6,5,6,N/A,17,3,5.6667,9,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7,6,6,N/A,19,3,6.3333,5,7,8,8,N/A,23,3,7.6667,1,7,6,7,N/A,20,3,6.6667,8,7,8,8,N/A,23,3,7.6667,4,9,8,9,N/A,26,3,8.6667,2,10,9,9,N/A,28,3,9.3333,1,7.5,8,7,7.5,30,4,7.5,5,8.5,9,8.5,N/A,26,3,8.6667,4,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5,4,5,N/A,14,3,4.6667,10,6,5,6,N/A,17,3,5.6667,9,5,5,5,N/A,15,3,5,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6,6,6,N/A,18,3,6,7,7,6,6,N/A,19,3,6.3333,6,8,7,8,N/A,23,3,7.6667,3,6,6,6,N/A,18,3,6,9,8,7,7,N/A,22,3,7.3333,6,8,8,9,N/A,25,3,8.3333,5,7.5,7.5,7.5,8,30.5,4,7.625,4,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,Italy,Italy,33,13,Eliminated Week 2,11,5,5,5,N/A,15,3,5,11,7,7,7,N/A,21,3,7,4,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6,6,6,N/A,18,3,6,6,6,6,6,N/A,18,3,6,9,8,8,8,N/A,24,3,8,4,8,7,8,N/A,23,3,7.6667,5,8,9,8,N/A,25,3,8.3333,2,8,7,8,N/A,23,3,7.6667,4,8,7.5,8,N/A,23.5,3,7.8333,5,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7,6,7,N/A,20,3,6.6667,4,8,7,8,N/A,23,3,7.6667,1,9,9,9,N/A,27,3,9,1,10,9,10,N/A,29,3,9.6667,1,8,8,8,N/A,24,3,8,4,10,9,10,N/A,29,3,9.6667,1,9,8.5,9,N/A,26.5,3,8.8333,1,8.5,8.5,9,N/A,26,3,8.6667,2,10.8333,11.3333,11.3333,N/A,33.4999,3,11.1666,1,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8,7,7,N/A,22,3,7.3333,1,7,7,8,N/A,22,3,7.3333,2,9,8,9,N/A,26,3,8.6667,2,8,9,9,N/A,26,3,8.6667,2,9,9,10,N/A,28,3,9.3333,1,10,9,10,N/A,29,3,9.6667,1,8.5,7.5,8,N/A,24,3,8,4,10,10,10,N/A,30,3,10,1,9.5,9,9.5,N/A,28,3,9.3333,3,9.3333,9.1666,9.6666,N/A,28.1665,3,9.3888,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5,4,5,N/A,14,3,4.6667,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7,7,7,N/A,21,3,7,3,6,7,6,N/A,19,3,6.3333,8,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,3,8,8,8,N/A,24,3,8,4,7,6,7,N/A,20,3,6.6667,6,8.5,8,8.5,N/A,25,3,8.3333,3,8.5,9,8.5,N/A,26,3,8.6667,2,8.1666,8.1666,8.1666,N/A,24.4998,3,8.1666,4,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8,7,7,N/A,22,3,7.3333,1,7,7,7,N/A,21,3,7,4,8,9,9,N/A,26,3,8.6667,2,7,7,7,N/A,21,3,7,6,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7,6,6,N/A,19,3,6.3333,5,8,7,7,N/A,22,3,7.3333,2,8,8,8,N/A,24,3,8,4,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6,5,6,N/A,17,3,5.6667,7,6,6,6,N/A,18,3,6,9,8,7,8,N/A,23,3,7.6667,8,7,6,7,N/A,20,3,6.6667,9,6,6,7,N/A,19,3,6.3333,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,5,6,N/A,17,3,5.6667,7,6,5,6,N/A,17,3,5.6667,11,6,6,6,N/A,18,3,6,10,7,7,7,N/A,21,3,7,6,7,7,7,N/A,21,3,7,7,7,6,6,N/A,19,3,6.3333,7,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5,5,6,N/A,16,3,5.3333,9,6,8,7,N/A,21,3,7,4,7,7,7,N/A,21,3,7,9,7,7,7,N/A,21,3,7,6,7,7,8,N/A,22,3,7.3333,6,9,7,8,N/A,24,3,8,3,7.5,7,7.5,N/A,22,3,7.3333,6,7.5,7,7.5,N/A,22,3,7.3333,5,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6,5,5,N/A,16,3,5.3333,9,7,7,7,N/A,21,3,7,4,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,3,9,8,8,N/A,25,3,8.3333,2,8,7,7,N/A,22,3,7.3333,5,9,8,8.5,N/A,25.5,3,8.5,2,8.5,8.5,8.5,N/A,25.5,3,8.5,4,11.1666,10.6666,10.6666,N/A,32.4998,3,10.8333,2,9.4444,9.4444,9.4444,N/A,28.333199999999998,3,9.4444,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William Levy,Cheryl Burke,Actor/Actress,Cuba,Cuba,31,14,3rd Place,3,8,8,8,N/A,24,3,8,3,9,7,9,N/A,25,3,8.3333,3,9,9,10,N/A,28,3,9.3333,2,7,7,8,N/A,22,3,7.3333,6,10,9,10,N/A,29,3,9.6667,1,12,11,13,N/A,36,3,12,3,9,8.5,9,N/A,26.5,3,8.8333,3,9.5,9.5,9.5,N/A,28.5,3,9.5,1,9.5,9.5,10,N/A,29,3,9.6667,2,10,9.6666,10,N/A,29.666600000000003,3,9.8889,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8,7,8,N/A,23,3,7.6667,4,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,7,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8,7,8,N/A,23,3,7.6667,4,8,7,8,N/A,23,3,7.6667,6,8,8,8,N/A,24,3,8,7,7,7,7,N/A,21,3,7,9,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9,8,9,N/A,26,3,8.6667,1,7,7,8,N/A,22,3,7.3333,7,9,8,8,N/A,25,3,8.3333,5,8,7,7,N/A,22,3,7.3333,6,8,8,8,N/A,24,3,8,6,12.6666,11.6666,12.6666,N/A,36.9998,3,12.3333,2,9,8,8.5,N/A,25.5,3,8.5,6,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8,7,8,N/A,23,3,7.6667,4,9,8,9,N/A,26,3,8.6667,1,8,8,9,N/A,25,3,8.3333,5,9,8,9,N/A,26,3,8.6667,2,9,8,9,N/A,26,3,8.6667,5,8.6666,9.6666,9.6666,N/A,27.9998,3,9.3333,7,9.5,8,8.5,N/A,26,3,8.6667,5,9.5,9,9.5,N/A,28,3,9.3333,2,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7,6,7,N/A,20,3,6.6667,10,7,6,7,N/A,20,3,6.6667,10,8,8,8,N/A,24,3,8,7,7,8,7,N/A,22,3,7.3333,6,7,7,7,N/A,21,3,7,8,10,10,10,N/A,30,3,10,5,8,7.5,8,N/A,23.5,3,7.8333,7,8.5,8.5,8.5,N/A,25.5,3,8.5,6,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Martina Navratilova,Tony Dovolani,Athlete,Czechoslovakia,Czechoslovakia,55,14,Eliminated Week 2,12,7,6,7,N/A,20,3,6.6667,10,6,5,6,N/A,17,3,5.6667,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,5,9,8,9,N/A,26,3,8.6667,4,9,9,9,N/A,27,3,9,1,10,8,9,N/A,27,3,9,3,11.3333,11.3333,11.3333,N/A,33.9999,3,11.3333,4,9,8.5,9,N/A,26.5,3,8.8333,3,9.5,9,9,N/A,27.5,3,9.1667,3,9.5,9,10,N/A,28.5,3,9.5,3,10,9.6666,10,N/A,29.666600000000003,3,9.8889,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7,6,7,N/A,20,3,6.6667,10,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,7,8,8,7,N/A,23,3,7.6667,5,6,6,7,N/A,19,3,6.3333,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8,7,8,N/A,23,3,7.6667,4,7,5,7,N/A,19,3,6.3333,11,8,8,8,N/A,24,3,8,7,7,6,7,N/A,20,3,6.6667,10,7,7,8,N/A,22,3,7.3333,7,8,8,8,N/A,24,3,8,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Katherine Jenkins,Mark Ballas,Singer/Rapper,Wales,Wales,31,14,2nd Place,2,9,8,9,N/A,26,3,8.6667,1,9,8,9,N/A,26,3,8.6667,1,10,9,10,N/A,29,3,9.6667,1,8,8,8,N/A,24,3,8,4,10,9,10,N/A,29,3,9.6667,1,13.3333,12.3333,13.3333,N/A,38.9999,3,13,1,9.5,8.5,9,N/A,27,3,9,2,9,9,9.5,N/A,27.5,3,9.1667,3,9.5,9,9.5,N/A,28,3,9.3333,4,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7,7,7,N/A,21,3,7,8,8,8,9,N/A,25,3,8.3333,3,9,9,9,N/A,27,3,9,3,9,8,9,N/A,26,3,8.6667,2,9,9,9,N/A,27,3,9,3,9.3333,10.3333,10.3333,N/A,29.999899999999997,3,10,6,10,9,9.5,N/A,28.5,3,9.5,1,9.5,7.5,9.5,N/A,26.5,3,8.8333,5,10,9.5,10,N/A,29.5,3,9.8333,1,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gilles Marini,Peta Murgatroyd,Actor/Actress,France,France,36,15,Eliminated Week 8,6,8,8,8,N/A,24,3,8,2,8.5,8.5,8.5,N/A,25.5,3,8.5,2,8.5,8.5,8.5,N/A,25.5,3,8.5,4,10,9.5,10,10,39.5,4,9.875,1,9.5,9.25,9.5,N/A,28.25,3,9.4167,2,9,9,9.5,N/A,27.5,3,9.1667,5,11.1666,11.1666,11.1666,N/A,33.4998,3,11.1666,5,9.5,10,9.7777,N/A,29.2777,3,9.7592,2,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,N/A,22.5,3,7.5,3,9,8.5,8.5,N/A,26,3,8.6667,1,8.5,8.5,8.5,N/A,25.5,3,8.5,4,9,9,8.5,9,35.5,4,8.875,6,9.75,9.75,9.75,N/A,29.25,3,9.75,1,10,10,10,N/A,30,3,10,1,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6,6.5,N/A,19,3,6.3333,12,7,7,7,N/A,21,3,7,11,8,8,8,N/A,24,3,8,9,7.5,7.5,7.5,7.5,30,4,7.5,9,8.75,8.75,8.75,N/A,26.25,3,8.75,7,9.5,8.5,9.5,N/A,27.5,3,9.1667,5,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,7,8.5,8.5,8.5,N/A,25.5,3,8.5,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7,7,7.5,N/A,21.5,3,7.1667,6,7.5,7,7.5,N/A,22,3,7.3333,10,9,9,9,N/A,27,3,9,1,9,9.5,9.5,9.5,37.5,4,9.375,3,8.5,8.5,8.75,N/A,25.75,3,8.5833,8,9,9,9,N/A,27,3,9,7,12,12,12,N/A,36,3,12,3,9.5,9.3333,9.5,N/A,28.3333,3,9.4444,5,8.7777,9.3333,9,N/A,27.110999999999997,3,9.037,4,9.6666,9.6666,9.7777,N/A,29.1109,3,9.7036,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7,7.5,N/A,22,3,7.3333,4,8.5,8,8,N/A,24.5,3,8.1667,4,9,8,8.5,N/A,25.5,3,8.5,4,8.5,9,8.5,8.5,34.5,4,8.625,7,9,9.75,9.5,N/A,28.25,3,9.4167,2,10,10,10,N/A,30,3,10,1,11,11,11,N/A,33,3,11,6,9.7777,9.5,10,N/A,29.2777,3,9.7592,2,9.3333,9.5,9.7777,N/A,28.611,3,9.537,3,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8,8.5,8,N/A,24.5,3,8.1667,1,7.5,7.5,7.5,N/A,22.5,3,7.5,7,8.5,8,8.5,N/A,25,3,8.3333,8,9,9,9,9,36,4,9,5,9.25,9.25,9.5,N/A,28,3,9.3333,6,8.5,8.5,9.5,N/A,26.5,3,8.8333,8,10.8333,11.8333,11.8333,N/A,34.4999,3,11.5,4,9.5,9.7777,9.7777,N/A,29.0554,3,9.6851,4,9,9,9,N/A,27,3,9,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8,6.5,7.5,N/A,22,3,7.3333,4,8.5,8,8.5,N/A,25,3,8.3333,3,9,8,9.5,N/A,26.5,3,8.8333,3,10,9.5,10,10,39.5,4,9.875,1,9.25,9,10,N/A,28.25,3,9.4167,2,9.5,8.5,10,N/A,28,3,9.3333,4,12.6666,12.6666,12.6666,N/A,37.9998,3,12.6666,2,10,8.3333,9.5,N/A,27.8333,3,9.2778,6,9.5,10,10,N/A,29.5,3,9.8333,1,9.6666,9.5,9.7777,N/A,28.944300000000002,3,9.6481,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pamela Anderson,Tristan MacManus,Model,Canada,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6,N/A,17,3,5.6667,13,0,0,0,N/A,0,3,0,13,0,0,0,N/A,0,3,0,12,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Helio Castroneves,Chelsie Hightower,Racing Driver,Brazil,Brazil,37,15,Eliminated Week 3,10,7,7.5,7,N/A,21.5,3,7.1667,6,8,7.5,7.5,N/A,23,3,7.6667,6,8.5,8.5,8.5,N/A,25.5,3,8.5,4,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7,7,N/A,20.5,3,6.8333,10,7.5,7.5,7.5,N/A,22.5,3,7.5,7,0,0,0,N/A,0,3,0,12,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7,7,7.5,N/A,21.5,3,7.1667,6,7.5,7.5,7.5,N/A,22.5,3,7.5,7,8,8,8,N/A,24,3,8,9,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,N/A,19.5,3,6.5,11,6,6,6,N/A,18,3,6,12,7.5,7.5,7.5,N/A,22.5,3,7.5,11,8,8,8,8,32,4,8,8,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7,7,7,N/A,21,3,7,9,8,8,7.5,N/A,23.5,3,7.8333,5,9,9,9,N/A,27,3,9,1,9,9,9.5,9.5,37,4,9.25,4,9.25,9.5,9.5,N/A,28.25,3,9.4167,2,9.5,10,10,N/A,29.5,3,9.8333,3,13.3333,12.8333,12.8333,N/A,38.9999,3,13,1,10,10,10,N/A,30,3,10,1,9.5,9.7777,9.5,N/A,28.7777,3,9.5926,2,9.7777,9.7777,9.7777,N/A,29.333099999999998,3,9.7777,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ingo Rademacher,Kym Johnson,Actor/Actress,Germany,Germany,41,16,Eliminated Week 9,5,7,6,7,N/A,20,3,6.6667,5,6,7,7,N/A,20,3,6.6667,5,7,7,7,N/A,21,3,7,6,8,7,8,N/A,23,3,7.6667,5,7,7,7,N/A,21,3,7,6,7.5,8,7.5,N/A,23,3,7.6667,4,8,9,8,N/A,25,3,8.3333,5,8,8,8,N/A,24,3,8,5,8.5,8.5,8.5,N/A,25.5,3,8.5,5,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8,8,8,N/A,24,3,8,1,9,8,9,N/A,26,3,8.6667,1,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,1,9,8,9,N/A,26,3,8.6667,2,10,9,10,N/A,29,3,9.6667,1,8.5,8.5,8.5,N/A,25.5,3,8.5,3,10,10,10,N/A,30,3,10,2,9.5,10,9.5,N/A,29,3,9.6667,1,9,9,9.5,N/A,27.5,3,9.1667,4,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
