celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,5,20.0,3,6.666666666666667,6,21.0,3,7.0,4,19.0,3,6.333333333333333,6,23.0,3,7.666666666666667,3,24.999899999999997,3,8.3333,7,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,10,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,7,19.0,3,6.333333333333333,8,20.0,3,6.666666666666667,7,17.5,3,5.833333333333333,6,21.0,3,7.0,6,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,23.0,3,7.666666666666667,2,22.0,3,7.333333333333333,3,23.0,3,7.666666666666667,5,20.0,3,6.666666666666667,4,20.0,3,6.666666666666667,7,29.999899999999997,3,9.999966666666666,4,33.5,4,8.375,5,28.0,3,9.333333333333334,3,29.0,3,9.666666666666666,2,27.333199999999998,3,9.111066666666666,2,N/A,N/A,N/A,N/A
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.0,3,8.0,1,24.0,3,8.0,1,24.0,3,8.0,2,28.0,3,9.333333333333334,1,25.0,3,8.333333333333334,2,29.0,3,9.666666666666666,5,36.5,4,9.125,1,28.5,3,9.5,1,30.0,3,10.0,1,30.0,3,10.0,1,N/A,N/A,N/A,N/A
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,4,21.0,3,7.0,5,24.0,3,8.0,2,19.5,3,6.5,5,24.0,3,8.0,3,30.0,3,10.0,3,34.5,4,8.625,4,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,5,21.0,3,7.0,5,23.0,3,7.666666666666667,5,17.0,3,5.666666666666667,7,24.0,3,8.0,3,21.9999,3,7.3333,7,35.0,4,8.75,3,24.0,3,8.0,4,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,10,18.0,3,6.0,9,18.0,3,6.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,5.333333333333333,9,12.0,3,4.0,11,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,2,21.0,3,7.0,5,24.0,3,8.0,2,24.0,3,8.0,2,27.0,3,9.0,1,35.9999,3,11.999966666666666,1,36.5,4,9.125,1,28.5,3,9.5,1,28.5,3,9.5,3,0.0,3,0.0,4,N/A,N/A,N/A,N/A
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,10,18.0,3,6.0,9,20.0,3,6.666666666666667,7,14.0,3,4.666666666666667,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,5,23.0,3,7.666666666666667,2,26.0,3,8.666666666666666,1,23.0,3,7.666666666666667,3,23.0,3,7.666666666666667,5,31.9998,3,10.6666,2,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,18.0,3,6.0,7,22.0,3,7.333333333333333,3,19.0,3,6.333333333333333,9,16.0,3,5.333333333333333,8,18.0,3,6.0,8,27.9998,3,9.333266666666667,6,32.5,4,8.125,6,23.5,3,7.833333333333333,5,26.5,3,8.833333333333334,4,25.666600000000003,3,8.555533333333335,3,N/A,N/A,N/A,N/A
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,24.0,3,8.0,1,21.0,3,7.0,4,21.0,3,7.0,5,25.0,3,8.333333333333334,2,22.0,3,7.333333333333333,6,24.0,3,8.0,6,33.0,4,8.25,1,23.0,3,7.666666666666667,5,24.0,3,8.0,4,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,21.0,3,7.0,3,18.0,3,6.0,7,23.0,3,7.666666666666667,3,26.0,3,8.666666666666666,1,26.0,3,8.666666666666666,2,28.0,3,9.333333333333334,1,32.0,4,8.0,3,27.5,3,9.166666666666666,1,36.5,3,12.166666666666666,1,29.666600000000003,3,9.888866666666667,1,N/A,N/A,N/A,N/A
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,23.0,3,7.666666666666667,2,20.0,3,6.666666666666667,5,21.0,3,7.0,5,22.0,3,7.333333333333333,7,23.0,3,7.666666666666667,5,26.0,3,8.666666666666666,4,30.0,4,7.5,5,26.5,3,8.833333333333334,3,27.0,3,9.0,3,27.999899999999997,3,9.3333,3,N/A,N/A,N/A,N/A
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,3,7.0,3,23.0,3,7.666666666666667,1,25.0,3,8.333333333333334,1,25.0,3,8.333333333333334,2,27.0,3,9.0,1,27.0,3,9.0,3,33.0,4,8.25,1,27.0,3,9.0,2,30.0,3,10.0,2,29.666600000000003,3,9.888866666666667,1,N/A,N/A,N/A,N/A
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,5.666666666666667,9,17.0,3,5.666666666666667,9,20.0,3,6.666666666666667,8,21.0,3,7.0,8,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,5,23.0,3,7.666666666666667,1,21.0,3,7.0,5,23.0,3,7.666666666666667,4,26.0,3,8.666666666666666,2,22.0,3,7.333333333333333,7,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,7,18.0,3,6.0,7,25.0,3,8.333333333333334,1,23.0,3,7.666666666666667,4,22.0,3,7.333333333333333,6,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,3,4.333333333333333,11,17.0,3,5.666666666666667,9,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,5,23.0,3,7.666666666666667,1,20.0,3,6.666666666666667,8,23.0,3,7.666666666666667,4,26.0,3,8.666666666666666,2,28.0,3,9.333333333333334,1,30.0,4,7.5,5,26.0,3,8.666666666666666,4,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,3,4.666666666666667,10,17.0,3,5.666666666666667,9,15.0,3,5.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,7,19.0,3,6.333333333333333,6,23.0,3,7.666666666666667,3,18.0,3,6.0,9,22.0,3,7.333333333333333,6,25.0,3,8.333333333333334,5,30.5,4,7.625,4,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,11,21.0,3,7.0,4,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,6,18.0,3,6.0,9,24.0,3,8.0,4,23.0,3,7.666666666666667,5,25.0,3,8.333333333333334,2,23.0,3,7.666666666666667,4,23.5,3,7.833333333333333,5,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,20.0,3,6.666666666666667,4,23.0,3,7.666666666666667,1,27.0,3,9.0,1,29.0,3,9.666666666666666,1,24.0,3,8.0,4,29.0,3,9.666666666666666,1,26.5,3,8.833333333333334,1,26.0,3,8.666666666666666,2,33.4999,3,11.166633333333332,1,27.999899999999997,3,9.3333,3,N/A,N/A,N/A,N/A
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,22.0,3,7.333333333333333,1,22.0,3,7.333333333333333,2,26.0,3,8.666666666666666,2,26.0,3,8.666666666666666,2,28.0,3,9.333333333333334,1,29.0,3,9.666666666666666,1,24.0,3,8.0,4,30.0,3,10.0,1,28.0,3,9.333333333333334,3,28.1665,3,9.388833333333332,2,N/A,N/A,N/A,N/A
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.0,3,4.666666666666667,12,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,21.0,3,7.0,3,19.0,3,6.333333333333333,8,24.0,3,8.0,4,24.0,3,8.0,3,24.0,3,8.0,4,20.0,3,6.666666666666667,6,25.0,3,8.333333333333334,3,26.0,3,8.666666666666666,2,24.4998,3,8.1666,4,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,1,21.0,3,7.0,4,26.0,3,8.666666666666666,2,21.0,3,7.0,6,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,5,22.0,3,7.333333333333333,2,24.0,3,8.0,4,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,5.666666666666667,7,18.0,3,6.0,9,23.0,3,7.666666666666667,8,20.0,3,6.666666666666667,9,19.0,3,6.333333333333333,8,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,5.666666666666667,7,17.0,3,5.666666666666667,11,18.0,3,6.0,10,21.0,3,7.0,6,21.0,3,7.0,7,19.0,3,6.333333333333333,7,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,5.333333333333333,9,21.0,3,7.0,4,21.0,3,7.0,9,21.0,3,7.0,6,22.0,3,7.333333333333333,6,24.0,3,8.0,3,22.0,3,7.333333333333333,6,22.0,3,7.333333333333333,5,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,16.0,3,5.333333333333333,9,21.0,3,7.0,4,24.0,3,8.0,4,24.0,3,8.0,3,25.0,3,8.333333333333334,2,22.0,3,7.333333333333333,5,25.5,3,8.5,2,25.5,3,8.5,4,32.4998,3,10.833266666666667,2,28.333199999999998,3,9.4444,1,N/A,N/A,N/A,N/A
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,24.0,3,8.0,3,25.0,3,8.333333333333334,3,28.0,3,9.333333333333334,2,22.0,3,7.333333333333333,6,29.0,3,9.666666666666666,1,36.0,3,12.0,3,26.5,3,8.833333333333334,3,28.5,3,9.5,1,29.0,3,9.666666666666666,2,29.666600000000003,3,9.888866666666667,2,N/A,N/A,N/A,N/A
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,4,21.0,3,7.0,8,24.0,3,8.0,7,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
